Ano,Matriculas validas,Crescimento matriculas YoY
2020.0,26233,11.252685660906119
2021.0,25889,-0.013113254298021576
2022.0,41029,0.5848043570628452
2023.0,53462,0.3030295644544103
2024.0,50663,-0.052354943698327785
2025.0,68720,0.35641395100961254
2026.0,30675,-0.5536233993015134
