Ano,Certificados validos,Crescimento certificados YoY
2020.0,11616,35.64353312302839
2021.0,8992,-0.22589531680440772
2022.0,11716,0.3029359430604982
2023.0,14850,0.2674974393991123
2024.0,20694,0.3935353535353535
2025.0,22258,0.07557746206629941
2026.0,8967,-0.5971336148800431
